Epoch,Batch,Loss
2,39,9.18878173828125
2,40,9.060301780700684
2,41,8.424500465393066
2,42,7.4762492179870605
2,43,8.319602012634277
2,44,8.739182472229004
2,45,9.457712173461914
2,46,8.739394187927246
2,47,7.797069072723389
2,48,8.452359199523926
2,49,8.695338249206543
2,50,9.415068626403809
2,51,11.391287803649902
2,52,9.322190284729004
2,53,8.537846565246582
2,54,8.84567928314209
2,55,8.3101806640625
2,56,9.36883544921875
2,57,8.765490531921387
2,58,8.128979682922363
2,59,8.959137916564941
2,60,9.418246269226074
2,61,10.258232116699219
2,62,9.148981094360352
2,63,8.987664222717285
2,64,8.635242462158203
2,65,9.058159828186035
2,66,7.063088417053223
2,67,9.047709465026855
2,68,8.428552627563477
2,69,8.523025512695312
2,70,7.55958366394043
2,71,8.935851097106934
2,72,8.204826354980469
2,73,8.43116569519043
2,74,8.857300758361816
2,75,8.23434066772461
2,76,8.143028259277344
2,77,8.338491439819336
2,78,8.400996208190918
2,79,11.296686172485352
2,80,10.026063919067383
2,81,8.026124000549316
2,82,9.711970329284668
2,83,8.89274787902832
2,84,9.956962585449219
2,85,8.351236343383789
2,86,8.242355346679688
2,87,10.048601150512695
2,88,9.459731101989746
2,89,7.16384744644165
2,90,7.718017101287842
2,91,8.156122207641602
2,92,7.786514759063721
2,93,6.9619460105896
2,94,5.725866317749023
2,95,6.94432258605957
2,96,8.848875045776367
2,97,7.7943620681762695
2,98,7.2782135009765625
2,99,8.597445487976074
2,100,7.441093444824219
3,1,8.620455741882324
3,2,6.787468910217285
3,3,11.117934226989746
3,4,9.199417114257812
3,5,10.057655334472656
3,6,9.68681812286377
3,7,8.340034484863281
3,8,10.105489730834961
3,9,9.072076797485352
3,10,9.373274803161621
3,11,9.245563507080078
3,12,9.526559829711914
3,13,9.325271606445312
3,14,8.916827201843262
3,15,8.36530876159668
3,16,8.205771446228027
3,17,9.115813255310059
3,18,8.724047660827637
3,19,8.903419494628906
3,20,7.998223304748535
3,21,8.714356422424316
3,22,8.488495826721191
3,23,9.1353120803833
3,24,8.039421081542969
3,25,10.51020336151123
3,26,7.656399250030518
3,27,5.990087985992432
3,28,7.823030948638916
3,29,9.37584114074707
3,30,9.030086517333984
3,31,8.288508415222168
3,32,8.186809539794922
3,33,9.198448181152344
3,34,8.1741304397583
3,35,9.83636474609375
3,36,8.516209602355957
3,37,10.66579532623291
3,38,8.394317626953125
3,39,8.888400077819824
3,40,9.614673614501953
3,41,8.604174613952637
3,42,7.973041534423828
3,43,8.073907852172852
3,44,7.10282039642334
3,45,7.44408655166626
3,46,9.218351364135742
3,47,8.233534812927246
3,48,9.393478393554688
3,49,10.0335054397583
3,50,7.704113960266113
3,51,8.920990943908691
3,52,7.971251010894775
3,53,8.759513854980469
3,54,8.676116943359375
3,55,9.312467575073242
3,56,8.858673095703125
3,57,8.028183937072754
3,58,9.71379566192627
3,59,8.048834800720215
3,60,9.550445556640625
3,61,7.320872783660889
3,62,7.759870529174805
3,63,9.440195083618164
3,64,8.007989883422852
3,65,6.083672523498535
3,66,6.730262756347656
3,67,6.990755558013916
3,68,8.688791275024414
3,69,7.113067626953125
3,70,8.402300834655762
3,71,7.963639736175537
3,72,8.732049942016602
3,73,9.0350980758667
3,74,6.800030708312988
3,75,7.12565803527832
3,76,8.303504943847656
3,77,8.036240577697754
3,78,7.25097131729126
3,79,10.37017822265625
3,80,9.840859413146973
3,81,9.520193099975586
3,82,9.169386863708496
3,83,7.804248809814453
3,84,8.608631134033203
3,85,8.92485237121582
3,86,9.789813995361328
3,87,8.458684921264648
3,88,8.657976150512695
3,89,7.845242977142334
3,90,7.951030254364014
3,91,8.00527286529541
3,92,8.640873908996582
3,93,7.761353969573975
3,94,7.841132640838623
3,95,11.68299388885498
3,96,8.41655445098877
3,97,7.492904186248779
3,98,8.202982902526855
3,99,6.905105113983154
3,100,8.650524139404297
