Epoch,Batch,Loss
3,73,4.891819000244141
3,74,5.978341102600098
3,75,6.225538730621338
3,76,5.44000244140625
3,77,4.991011619567871
3,78,5.704326152801514
3,79,5.4408345222473145
3,80,4.927302360534668
3,81,4.9242963790893555
3,82,5.207172870635986
3,83,4.576488018035889
3,84,6.350695610046387
3,85,5.630293846130371
3,86,6.043524265289307
3,87,6.331693649291992
3,88,6.682307720184326
3,89,5.284426212310791
3,90,5.291639804840088
3,91,3.9952261447906494
3,92,4.818946361541748
3,93,5.512583255767822
3,94,5.115400314331055
3,95,5.259697914123535
3,96,4.304251194000244
3,97,5.574613094329834
3,98,5.3157148361206055
3,99,5.734452724456787
3,100,4.7431817054748535
