Epoch,Batch,Loss
1,1,463.5400695800781
1,2,302.7096252441406
1,3,247.47930908203125
1,4,227.92703247070312
1,5,217.7327880859375
1,6,207.7550811767578
1,7,202.6903533935547
1,8,195.7528076171875
1,9,192.83226013183594
1,10,189.44869995117188
1,11,188.4474334716797
1,12,186.51878356933594
1,13,184.49681091308594
1,14,184.89231872558594
1,15,185.02149963378906
1,16,182.60794067382812
1,17,183.60269165039062
1,18,183.62655639648438
1,19,182.42481994628906
1,20,182.77687072753906
1,21,183.36563110351562
1,22,181.80528259277344
1,23,182.4230194091797
1,24,182.58502197265625
1,25,182.10845947265625
1,26,182.19932556152344
1,27,182.05738830566406
1,28,182.4577178955078
1,29,182.14755249023438
1,30,182.78846740722656
1,31,182.22515869140625
1,32,181.8943634033203
1,33,180.80870056152344
1,34,182.78729248046875
1,35,181.9742889404297
1,36,182.2570037841797
1,37,181.90480041503906
1,38,181.62005615234375
1,39,181.65049743652344
1,40,181.76121520996094
1,41,183.96023559570312
1,42,181.50978088378906
1,43,182.8048095703125
1,44,182.54481506347656
1,45,182.6468048095703
1,46,182.82962036132812
1,47,182.2967987060547
1,48,181.0804443359375
1,49,182.16786193847656
1,50,180.62351989746094
1,51,181.47454833984375
1,52,181.75624084472656
1,53,182.02687072753906
1,54,182.9621124267578
1,55,181.60137939453125
1,56,181.3983917236328
1,57,182.3870849609375
1,58,180.65756225585938
1,59,182.80841064453125
1,60,181.3324737548828
1,61,183.14639282226562
1,62,181.7460479736328
1,63,181.2748565673828
1,64,180.96095275878906
1,65,181.95054626464844
1,66,180.90914916992188
1,67,180.68492126464844
1,68,181.30364990234375
1,69,182.3497314453125
1,70,180.81546020507812
1,71,180.9833526611328
1,72,180.86936950683594
1,73,181.33493041992188
1,74,181.1239471435547
1,75,180.04563903808594
1,76,179.9723663330078
1,77,180.60708618164062
1,78,178.69920349121094
1,79,179.59559631347656
1,80,179.60736083984375
1,81,179.0537109375
1,82,177.96136474609375
1,83,175.6009521484375
1,84,174.21310424804688
1,85,173.3621368408203
1,86,169.69703674316406
1,87,165.67738342285156
1,88,159.82205200195312
1,89,152.96200561523438
1,90,140.83937072753906
1,91,126.05609130859375
1,92,107.8796615600586
1,93,80.88021850585938
1,94,54.55935287475586
1,95,33.89988327026367
1,96,29.656734466552734
1,97,52.97982406616211
1,98,39.12437438964844
1,99,29.038108825683594
1,100,24.208703994750977
2,1,18.767242431640625
2,2,17.56019401550293
2,3,20.45442771911621
2,4,20.40292739868164
2,5,17.737890243530273
2,6,18.15506362915039
2,7,15.061588287353516
2,8,14.092795372009277
2,9,12.806694030761719
2,10,13.428572654724121
2,11,10.842546463012695
2,12,10.372443199157715
2,13,11.482503890991211
2,14,10.0571870803833
2,15,10.011215209960938
2,16,8.933284759521484
2,17,9.031902313232422
2,18,6.194705963134766
2,19,7.247704982757568
2,20,8.73876953125
2,21,7.635027885437012
2,22,6.663036346435547
2,23,9.022820472717285
2,24,7.797111511230469
2,25,6.562618255615234
2,26,6.238015651702881
2,27,6.133769512176514
2,28,5.3823370933532715
2,29,6.491653919219971
2,30,7.517502307891846
2,31,5.376891136169434
2,32,8.483592987060547
2,33,5.649523735046387
2,34,6.337966442108154
2,35,5.983306407928467
2,36,6.231874465942383
2,37,6.023122310638428
2,38,5.94218635559082
2,39,5.5097551345825195
2,40,6.184507846832275
2,41,5.089568138122559
2,42,5.491528511047363
2,43,5.911917686462402
2,44,4.757472991943359
2,45,5.2128119468688965
2,46,4.55374002456665
2,47,4.811254501342773
2,48,5.892571449279785
2,49,5.501705646514893
2,50,5.404306411743164
2,51,5.159882545471191
2,52,4.513724327087402
2,53,5.764371871948242
2,54,5.553993225097656
2,55,5.303071975708008
2,56,5.208358287811279
2,57,6.454041481018066
2,58,5.089569568634033
2,59,4.738795757293701
2,60,6.760652542114258
2,61,5.520071506500244
2,62,5.952295303344727
2,63,4.609833240509033
2,64,4.257623672485352
2,65,4.598160743713379
2,66,4.274216175079346
2,67,6.307470798492432
2,68,5.976117134094238
2,69,5.198051452636719
2,70,5.481735706329346
2,71,4.644147872924805
2,72,3.9811434745788574
2,73,4.578230857849121
2,74,5.155116081237793
2,75,4.84738302230835
2,76,4.113471508026123
2,77,6.103682041168213
2,78,4.876943111419678
2,79,4.765909671783447
2,80,5.196892738342285
2,81,5.382573127746582
2,82,4.373510360717773
2,83,5.897651672363281
2,84,4.991907596588135
2,85,5.0753865242004395
2,86,5.813217639923096
2,87,6.70524263381958
2,88,4.839705467224121
2,89,4.296721935272217
2,90,5.0378828048706055
2,91,5.547467231750488
2,92,5.623865604400635
2,93,5.051273345947266
2,94,6.710081577301025
2,95,4.685419082641602
2,96,4.75986909866333
2,97,5.7408294677734375
2,98,5.495103359222412
2,99,5.358612537384033
2,100,4.972158908843994
3,1,6.376120567321777
3,2,4.783930778503418
3,3,5.438831329345703
3,4,5.805724143981934
3,5,4.310512065887451
3,6,5.12833309173584
3,7,4.83554744720459
3,8,4.499670028686523
3,9,3.828458786010742
3,10,6.079529285430908
3,11,5.038370609283447
3,12,6.1098713874816895
3,13,5.2683000564575195
3,14,5.083591938018799
3,15,4.693085193634033
3,16,5.433900833129883
3,17,5.207345008850098
3,18,5.452216148376465
3,19,5.234493255615234
3,20,5.759160995483398
3,21,5.181139945983887
3,22,5.5464348793029785
3,23,5.681075096130371
3,24,4.378456115722656
3,25,6.54881477355957
3,26,5.136979103088379
3,27,4.593719959259033
3,28,5.329293727874756
3,29,4.507837772369385
3,30,5.666647911071777
3,31,5.434911727905273
